user_id,item_id,rating,timestamp,movie_title,release_date,age,gender,occupation,zip_code,rating_date,release_year
347,70,2,1997-12-09 08:00:28,Four Weddings and a Funeral (1994),1994-01-01,18,M,student,90210,1997-12-09,1994.0
112,301,3,1998-01-16 23:16:06,In & Out (1997),1997-09-19,30,M,salesman,60613,1998-01-16,1997.0
130,450,2,1997-11-03 06:13:22,Star Trek V: The Final Frontier (1989),1989-01-01,20,M,none,60115,1997-11-03,1989.0
452,69,5,1997-09-26 12:08:19,Forrest Gump (1994),1994-01-01,35,M,administrator,28018,1997-09-26,1994.0
308,48,4,1998-02-17 17:34:40,Hoop Dreams (1994),1994-01-01,60,M,retired,95076,1998-02-17,1994.0
201,288,4,1998-01-06 18:21:27,Scream (1996),1996-12-20,27,M,writer,E2A4H,1998-01-06,1996.0
273,316,4,1998-03-30 21:26:41,As Good As It Gets (1997),1997-12-23,50,F,other,10016,1998-03-30,1997.0
463,347,1,1998-03-15 04:36:29,Wag the Dog (1997),1998-01-09,48,F,healthcare,75218,1998-03-15,1998.0
101,181,4,1997-10-18 01:10:15,Return of the Jedi (1983),1997-03-14,15,M,student,05146,1997-10-18,1997.0
387,463,4,1998-02-03 05:25:26,"Secret of Roan Inish, The (1994)",1994-01-01,33,M,entertainment,37412,1998-02-03,1994.0
435,616,2,1998-01-07 00:34:44,Night of the Living Dead (1968),1968-01-01,24,M,engineer,60007,1998-01-07,1968.0
271,196,4,1998-01-26 21:08:06,Dead Poets Society (1989),1989-01-01,51,M,engineer,22932,1998-01-26,1989.0
455,531,3,1997-11-09 21:34:51,Shine (1996),1996-11-22,48,M,administrator,83709,1997-11-09,1996.0
394,72,4,1997-11-30 11:33:49,"Mask, The (1994)",1994-01-01,25,M,administrator,96819,1997-11-30,1994.0
65,393,4,1997-11-11 03:11:21,Mrs. Doubtfire (1993),1993-01-01,51,F,educator,48118,1997-11-11,1993.0
456,22,4,1997-12-06 01:59:33,Braveheart (1995),1996-02-16,24,M,technician,31820,1997-12-06,1996.0
271,87,3,1998-01-26 21:06:42,Searching for Bobby Fischer (1993),1993-01-01,51,M,engineer,22932,1998-01-26,1993.0
392,99,5,1998-03-27 22:40:33,Snow White and the Seven Dwarfs (1937),1937-01-01,52,M,writer,59801,1998-03-27,1937.0
102,338,2,1998-02-09 19:15:23,Bean (1997),1997-01-01,38,M,programmer,30220,1998-02-09,1997.0
378,91,3,1997-11-24 00:31:50,"Nightmare Before Christmas, The (1993)",1993-01-01,35,M,student,02859,1997-11-24,1993.0
269,537,5,1998-04-01 18:36:56,My Own Private Idaho (1991),1991-01-01,31,F,librarian,43201,1998-04-01,1991.0
474,735,4,1998-02-19 21:43:39,Philadelphia (1993),1993-01-01,51,M,executive,93711,1998-02-19,1993.0
463,242,2,1998-03-15 04:20:29,Kolya (1996),1997-01-24,48,F,healthcare,75218,1998-03-15,1997.0
421,89,5,1998-04-10 20:49:22,Blade Runner (1982),1982-01-01,38,F,programmer,55105,1998-04-10,1982.0
418,302,2,1998-03-30 18:29:11,L.A. Confidential (1997),1997-01-01,55,F,none,21206,1998-03-30,1997.0
159,260,2,1998-04-22 14:39:29,Event Horizon (1997),1997-01-01,23,F,student,55346,1998-04-22,1997.0
259,147,4,1998-02-28 01:51:04,"Long Kiss Goodnight, The (1996)",1996-10-05,21,M,student,48823,1998-02-28,1996.0
301,824,3,1997-12-14 04:50:55,"Great White Hype, The (1996)",1996-05-03,24,M,student,55439,1997-12-14,1996.0
270,50,5,1997-10-15 22:20:04,Star Wars (1977),1977-01-01,18,F,student,63119,1997-10-15,1977.0
378,176,4,1997-11-20 17:19:22,Aliens (1986),1986-01-01,35,M,student,02859,1997-11-20,1986.0
43,290,4,1998-01-05 19:39:52,Fierce Creatures (1997),1997-01-10,29,F,librarian,20854,1998-01-05,1997.0
351,326,5,1997-11-14 04:26:29,G.I. Jane (1997),1997-01-01,61,M,educator,49938,1997-11-14,1997.0
374,100,5,1997-11-24 17:34:33,Fargo (1996),1997-02-14,36,M,executive,78746,1997-11-24,1997.0
374,24,3,1997-11-24 17:45:53,Rumble in the Bronx (1995),1996-02-23,36,M,executive,78746,1997-11-24,1996.0
346,273,4,1997-09-22 17:19:43,Heat (1995),1995-01-01,34,M,other,76059,1997-09-22,1995.0
235,191,4,1998-03-11 22:22:51,Amadeus (1984),1984-01-01,37,M,educator,22973,1998-03-11,1984.0
18,79,4,1997-11-21 16:57:30,"Fugitive, The (1993)",1993-01-01,35,F,other,37212,1997-11-21,1993.0
260,748,4,1998-03-23 01:56:38,"Saint, The (1997)",1997-03-14,40,F,artist,89801,1998-03-23,1997.0
249,175,4,1997-11-15 05:35:06,Brazil (1985),1985-01-01,25,M,student,84103,1997-11-15,1985.0
279,532,1,1997-09-26 18:29:57,Kama Sutra: A Tale of Love (1996),1997-03-07,33,M,programmer,85251,1997-09-26,1997.0
95,98,4,1997-11-10 21:29:45,"Silence of the Lambs, The (1991)",1991-01-01,31,M,administrator,10707,1997-11-10,1991.0
466,128,2,1998-03-19 05:20:19,Supercop (1992),1996-07-26,22,M,student,90804,1998-03-19,1996.0
354,419,4,1998-03-30 00:29:15,Mary Poppins (1964),1964-01-01,29,F,librarian,48197,1998-03-30,1964.0
279,274,3,1997-09-26 17:59:52,Sabrina (1995),1995-01-01,33,M,programmer,85251,1997-09-26,1995.0
256,1,5,1997-12-15 01:56:20,Toy Story (1995),1995-01-01,35,F,none,39042,1997-12-15,1995.0
357,1047,4,1997-11-08 01:14:51,Multiplicity (1996),1996-07-12,26,M,executive,98133,1997-11-08,1996.0
147,313,4,1998-01-23 22:19:25,Titanic (1997),1997-01-01,40,F,librarian,02143,1998-01-23,1997.0
354,638,4,1998-03-30 00:25:47,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1982-01-01,29,F,librarian,48197,1998-03-30,1982.0
424,14,4,1997-11-30 03:12:32,"Postino, Il (1994)",1994-01-01,36,F,marketing,55422,1997-11-30,1994.0
198,693,3,1998-01-07 21:15:34,Casino (1995),1995-01-01,21,F,student,55414,1998-01-07,1995.0
391,12,5,1997-10-21 02:09:05,"Usual Suspects, The (1995)",1995-08-14,23,M,student,84604,1997-10-21,1995.0
208,97,4,1997-12-26 03:59:57,Dances with Wolves (1990),1990-01-01,43,M,engineer,01720,1997-12-26,1990.0
447,288,4,1997-11-06 22:24:42,Scream (1996),1996-12-20,30,M,administrator,55113,1997-11-06,1996.0
470,475,4,1997-11-10 16:16:08,Trainspotting (1996),1996-07-19,24,M,programmer,10021,1997-11-10,1996.0
437,162,4,1997-11-21 19:38:49,On Golden Pond (1981),1981-01-01,27,F,other,20009,1997-11-21,1981.0
246,393,3,1998-01-16 03:50:27,Mrs. Doubtfire (1993),1993-01-01,19,M,student,28734,1998-01-16,1993.0
15,308,5,1997-11-13 21:08:54,FairyTale: A True Story (1997),1997-01-01,49,F,educator,97301,1997-11-13,1997.0
393,1407,3,1998-03-12 19:30:10,"Specialist, The (1994)",1994-01-01,19,M,student,83686,1998-03-12,1994.0
160,182,5,1997-10-13 19:18:31,GoodFellas (1990),1990-01-01,27,M,programmer,66215,1997-10-13,1990.0
128,172,3,1997-11-19 19:20:48,"Empire Strikes Back, The (1980)",1980-01-01,24,F,marketing,20009,1997-11-19,1980.0
253,328,4,1998-04-03 18:23:10,Conspiracy Theory (1997),1997-08-08,26,F,librarian,22903,1998-04-03,1997.0
162,508,5,1997-10-23 19:41:02,"People vs. Larry Flynt, The (1996)",1996-12-27,25,M,artist,15610,1997-10-23,1996.0
370,322,3,1997-11-13 15:18:28,Murder at 1600 (1997),1997-04-18,52,M,writer,08534,1997-11-13,1997.0
13,563,1,1997-12-17 22:17:19,Stephen King's The Langoliers (1995),1995-01-01,47,M,educator,29206,1997-12-17,1995.0
457,45,5,1997-12-17 22:18:53,Eat Drink Man Woman (1994),1994-01-01,33,F,salesman,30011,1997-12-17,1994.0
397,174,5,1998-01-21 02:33:19,Raiders of the Lost Ark (1981),1981-01-01,17,M,student,27514,1998-01-21,1981.0
222,475,4,1997-10-22 23:34:12,Trainspotting (1996),1996-07-19,29,M,programmer,27502,1997-10-22,1996.0
232,76,3,1998-02-27 03:27:40,Carlito's Way (1993),1993-01-01,45,M,scientist,99709,1998-02-27,1993.0
421,466,4,1998-04-10 20:50:59,Red Rock West (1992),1992-01-01,38,F,programmer,55105,1998-04-10,1992.0
387,473,4,1998-02-03 04:43:53,James and the Giant Peach (1996),1996-04-12,33,M,entertainment,37412,1998-02-03,1996.0
476,1037,1,1997-12-29 03:16:24,Grease 2 (1982),1982-01-01,28,M,student,60440,1997-12-29,1982.0
250,331,3,1997-10-29 01:37:13,"Edge, The (1997)",1997-09-26,29,M,executive,95110,1997-10-29,1997.0
305,582,4,1998-02-01 08:58:26,"Piano, The (1993)",1993-01-01,23,M,programmer,94086,1998-02-01,1993.0
463,593,1,1997-10-20 22:35:23,Stalingrad (1993),1993-01-01,48,F,healthcare,75218,1997-10-20,1993.0
72,147,5,1997-11-20 14:55:02,"Long Kiss Goodnight, The (1996)",1996-10-05,48,F,administrator,73034,1997-11-20,1996.0
85,529,3,1997-11-18 04:38:55,My Life as a Dog (Mitt liv som hund) (1985),1985-01-01,51,M,educator,20003,1997-11-18,1985.0
435,82,5,1998-01-07 00:15:00,Jurassic Park (1993),1993-01-01,24,M,engineer,60007,1998-01-07,1993.0
412,487,3,1997-11-16 21:51:58,Roman Holiday (1953),1953-01-01,25,M,educator,15222,1997-11-16,1953.0
152,234,4,1997-12-18 19:56:10,Jaws (1975),1975-01-01,33,F,educator,68767,1997-12-18,1975.0
59,205,3,1998-02-23 03:24:20,Patton (1970),1970-01-01,49,M,educator,08403,1998-02-23,1970.0
354,513,5,1998-03-30 00:29:42,"Third Man, The (1949)",1949-01-01,29,F,librarian,48197,1998-03-30,1949.0
311,23,3,1998-01-09 16:49:30,Taxi Driver (1976),1996-02-16,32,M,technician,73071,1998-01-09,1996.0
301,73,4,1997-12-14 05:06:02,Maverick (1994),1994-01-01,24,M,student,55439,1997-12-14,1994.0
123,9,5,1997-11-18 17:22:06,Dead Man Walking (1995),1995-01-01,48,F,artist,20008,1997-11-18,1995.0
454,875,1,1998-02-23 20:40:33,She's So Lovely (1997),1997-08-22,57,M,other,97330,1998-02-23,1997.0
296,191,5,1998-01-07 18:19:53,Amadeus (1984),1984-01-01,43,F,administrator,16803,1998-01-07,1984.0
272,514,5,1997-11-13 21:07:34,Annie Hall (1977),1977-01-01,33,M,scientist,53706,1997-11-13,1977.0
395,313,3,1998-01-02 17:28:55,Titanic (1997),1997-01-01,43,M,other,44092,1998-01-02,1997.0
13,478,4,1998-01-11 17:09:31,"Philadelphia Story, The (1940)",1940-01-01,47,M,educator,29206,1998-01-11,1940.0
437,683,2,1997-12-01 18:32:01,Rocket Man (1997),1997-01-01,27,F,other,20009,1997-12-01,1997.0
179,321,1,1998-04-09 19:48:51,Mother (1996),1996-12-25,15,M,entertainment,20755,1998-04-09,1996.0
254,94,3,1998-02-13 05:22:30,Home Alone (1990),1990-01-01,44,M,educator,42647,1998-02-13,1990.0
215,15,3,1998-04-01 13:02:41,Mr. Holland's Opus (1995),1996-01-29,35,M,programmer,63033,1998-04-01,1996.0
435,52,5,1998-01-07 00:20:03,"Madness of King George, The (1994)",1994-01-01,24,M,engineer,60007,1998-01-07,1994.0
70,150,3,1998-01-06 05:40:47,Swingers (1996),1996-10-18,27,M,engineer,60067,1998-01-06,1996.0
460,297,3,1997-12-23 21:25:42,Ulee's Gold (1997),1997-01-01,44,F,other,60630,1997-12-23,1997.0
474,661,4,1998-02-19 22:00:20,High Noon (1952),1952-01-01,51,M,executive,93711,1998-02-19,1952.0
354,707,4,1998-03-30 00:27:13,Enchanted April (1991),1991-01-01,29,F,librarian,48197,1998-03-30,1991.0
276,951,3,1997-09-20 22:02:49,"Indian in the Cupboard, The (1995)",1995-01-01,21,M,student,95064,1997-09-20,1995.0
99,829,4,1998-01-24 22:03:02,Fled (1996),1996-07-19,20,M,student,63129,1998-01-24,1996.0
178,219,4,1997-12-22 22:05:50,"Nightmare on Elm Street, A (1984)",1984-01-01,26,M,other,49512,1997-12-22,1984.0
480,190,5,1998-03-29 21:51:05,Henry V (1989),1989-01-01,57,M,retired,98257,1998-03-29,1989.0
165,500,3,1997-11-14 16:43:52,Fly Away Home (1996),1996-09-13,20,F,other,53715,1997-11-14,1996.0
434,369,4,1998-02-06 00:29:32,Black Sheep (1996),1996-02-02,16,F,student,49705,1998-02-06,1996.0
267,108,4,1997-11-08 06:40:24,Kids in the Hall: Brain Candy (1996),1996-04-12,23,M,engineer,83716,1997-11-08,1996.0
360,23,5,1997-11-24 07:24:00,Taxi Driver (1976),1996-02-16,51,M,other,98027,1997-11-24,1996.0
405,189,1,1998-01-23 09:53:12,"Grand Day Out, A (1992)",1992-01-01,22,F,healthcare,10019,1998-01-23,1992.0
119,710,4,1998-01-30 16:19:22,Better Off Dead... (1985),1985-01-01,32,M,programmer,67401,1998-01-30,1985.0
13,872,3,1997-12-14 22:42:07,Love Jones (1997),1997-03-14,47,M,educator,29206,1997-12-14,1997.0
38,742,5,1998-04-13 01:13:21,Ransom (1996),1996-11-08,28,F,other,54467,1998-04-13,1996.0
21,17,4,1997-09-22 18:08:15,From Dusk Till Dawn (1996),1996-02-05,26,M,writer,30068,1997-09-22,1996.0
151,52,5,1997-11-14 16:23:06,"Madness of King George, The (1994)",1994-01-01,38,F,administrator,48103,1997-11-14,1994.0
441,25,3,1998-03-27 22:05:06,"Birdcage, The (1996)",1996-03-08,50,M,technician,55013,1998-03-27,1996.0
453,566,3,1997-10-22 23:06:33,Clear and Present Danger (1994),1994-01-01,18,M,student,06333,1997-10-22,1994.0
377,268,3,1998-03-30 22:12:17,Chasing Amy (1997),1997-01-01,22,M,student,18015,1998-03-30,1997.0
327,559,2,1998-02-17 20:12:08,Interview with the Vampire (1994),1994-01-01,22,M,student,11101,1998-02-17,1994.0
181,681,1,1997-11-08 03:57:54,Wishmaster (1997),1997-01-01,26,M,executive,21218,1997-11-08,1997.0
393,845,4,1998-02-17 19:36:42,That Thing You Do! (1996),1996-09-28,19,M,student,83686,1998-02-17,1996.0
56,403,4,1998-04-15 22:22:22,Batman (1989),1989-01-01,25,M,librarian,46260,1998-04-15,1989.0
6,494,4,1997-12-31 20:55:13,His Girl Friday (1940),1940-01-01,42,M,executive,98101,1997-12-31,1940.0
474,52,4,1998-02-19 22:02:31,"Madness of King George, The (1994)",1994-01-01,51,M,executive,93711,1998-02-19,1994.0
178,176,4,1997-12-22 21:39:42,Aliens (1986),1986-01-01,26,M,other,49512,1997-12-22,1986.0
445,886,3,1998-03-27 21:52:19,"Life Less Ordinary, A (1997)",1997-01-01,21,M,writer,92653,1998-03-27,1997.0
11,228,3,1998-04-06 23:37:04,Star Trek: The Wrath of Khan (1982),1982-01-01,39,F,other,30329,1998-04-06,1982.0
183,229,3,1998-04-01 20:46:31,Star Trek III: The Search for Spock (1984),1984-01-01,33,M,scientist,27708,1998-04-01,1984.0
347,831,1,1997-12-09 07:42:20,Escape from L.A. (1996),1996-08-09,18,M,student,90210,1997-12-09,1996.0
171,262,4,1998-03-27 21:37:21,In the Company of Men (1997),1997-08-01,48,F,educator,78750,1998-03-27,1997.0
284,306,4,1998-01-20 20:45:46,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-01-01,40,M,executive,92629,1998-01-20,1997.0
84,98,4,1997-12-30 03:49:15,"Silence of the Lambs, The (1991)",1991-01-01,32,M,executive,55369,1997-12-30,1991.0
255,100,3,1997-12-27 09:52:38,Fargo (1996),1997-02-14,23,M,entertainment,07029,1997-12-27,1997.0
7,97,5,1998-03-31 13:33:21,Dances with Wolves (1990),1990-01-01,57,M,administrator,91344,1998-03-31,1990.0
65,365,3,1997-11-11 02:51:12,Powder (1995),1995-01-01,51,F,educator,48118,1997-11-11,1995.0
417,484,4,1997-11-16 02:29:40,"Maltese Falcon, The (1941)",1941-01-01,27,F,other,48103,1997-11-16,1941.0
70,403,4,1998-01-06 05:34:22,Batman (1989),1989-01-01,27,M,engineer,60067,1998-01-06,1989.0
472,977,3,1997-10-04 15:35:17,"Substitute, The (1996)",1996-04-19,24,M,student,87544,1997-10-04,1996.0
250,271,4,1997-12-27 22:56:14,Starship Troopers (1997),1997-01-01,29,M,executive,95110,1997-12-27,1997.0
219,616,5,1998-03-09 00:30:35,Night of the Living Dead (1968),1968-01-01,32,M,programmer,43212,1998-03-09,1968.0
450,139,5,1997-12-22 17:42:38,"Love Bug, The (1969)",1969-01-01,35,F,educator,11758,1997-12-22,1969.0
417,1119,3,1997-11-16 02:46:22,Some Kind of Wonderful (1987),1987-01-01,27,F,other,48103,1997-11-16,1987.0
158,798,4,1997-11-21 17:53:35,Bad Company (1995),1995-01-01,50,M,educator,27606,1997-11-21,1995.0
92,704,3,1997-10-02 17:08:41,"House of the Spirits, The (1993)",1993-01-01,32,M,entertainment,80525,1997-10-02,1993.0
399,597,3,1997-12-17 06:48:50,Eraser (1996),1996-06-21,25,M,other,92374,1997-12-17,1996.0
249,53,4,1997-11-15 05:46:00,Natural Born Killers (1994),1994-01-01,25,M,student,84103,1997-11-15,1994.0
263,300,3,1998-03-30 22:35:30,Air Force One (1997),1997-01-01,41,M,programmer,55346,1998-03-30,1997.0
116,1226,2,1997-10-10 03:28:10,Night Falls on Manhattan (1997),1997-05-16,40,M,healthcare,97232,1997-10-10,1997.0
384,989,4,1998-03-30 16:05:05,Cats Don't Dance (1997),1997-03-26,52,M,programmer,45218,1998-03-30,1997.0
99,275,1,1998-02-26 05:03:39,Sense and Sensibility (1995),1995-01-01,20,M,student,63129,1998-02-26,1995.0
267,65,4,1997-11-08 06:54:31,What's Eating Gilbert Grape (1993),1993-01-01,23,M,engineer,83716,1997-11-08,1993.0
95,892,3,1997-12-22 15:18:10,Flubber (1997),1997-01-01,31,M,administrator,10707,1997-12-22,1997.0
370,514,4,1997-11-13 15:29:29,Annie Hall (1977),1977-01-01,52,M,writer,08534,1997-11-13,1977.0
232,150,3,1998-04-03 00:58:15,Swingers (1996),1996-10-18,45,M,scientist,99709,1998-04-03,1996.0
152,783,4,1998-01-05 16:49:21,Milk Money (1994),1994-01-01,33,F,educator,68767,1998-01-05,1994.0
305,200,3,1998-02-01 09:17:41,"Shining, The (1980)",1980-01-01,23,M,programmer,94086,1998-02-01,1980.0
15,303,3,1997-11-13 21:04:40,Ulee's Gold (1997),1997-01-01,49,F,educator,97301,1997-11-13,1997.0
373,715,2,1997-10-17 16:17:55,To Die For (1995),1995-01-01,24,F,other,55116,1997-10-17,1995.0
42,1042,3,1997-12-03 00:35:25,Just Cause (1995),1995-01-01,30,M,administrator,17870,1997-12-03,1995.0
342,133,4,1997-09-23 03:10:07,Gone with the Wind (1939),1939-01-01,25,F,other,98006,1997-09-23,1939.0
23,175,5,1997-09-20 19:58:46,Brazil (1985),1985-01-01,30,F,artist,48197,1997-09-20,1985.0
226,25,4,1998-01-04 05:03:55,"Birdcage, The (1996)",1996-03-08,28,M,student,92103,1998-01-04,1996.0
385,136,3,1997-11-13 17:33:22,Mr. Smith Goes to Washington (1939),1939-01-01,36,M,writer,10003,1997-11-13,1939.0
75,1028,4,1998-01-06 01:36:30,Grumpier Old Men (1995),1995-01-01,24,M,entertainment,08816,1998-01-06,1995.0
379,100,5,1997-11-26 06:09:01,Fargo (1996),1997-02-14,44,M,programmer,98117,1997-11-26,1997.0
216,1218,3,1997-12-06 17:12:45,Friday (1995),1995-01-01,22,M,engineer,02215,1997-12-06,1995.0
429,153,4,1997-12-17 18:58:10,"Fish Called Wanda, A (1988)",1988-01-01,27,M,student,29205,1997-12-17,1988.0
44,591,4,1997-10-31 23:41:55,Primal Fear (1996),1996-03-30,26,M,technician,46260,1997-10-31,1996.0
148,69,5,1997-10-16 16:25:01,Forrest Gump (1994),1994-01-01,33,M,engineer,97006,1997-10-16,1994.0
64,32,1,1998-03-12 21:49:06,Crumb (1994),1994-01-01,32,M,educator,43202,1998-03-12,1994.0
31,340,3,1997-12-08 02:23:08,Boogie Nights (1997),1997-01-01,24,M,artist,10003,1997-12-08,1997.0
343,137,4,1997-10-09 13:15:41,Big Night (1996),1996-09-20,43,M,engineer,30093,1997-10-09,1996.0
158,570,3,1997-11-21 17:47:25,Wyatt Earp (1994),1994-01-01,50,M,educator,27606,1997-11-21,1994.0
458,496,3,1998-02-02 05:44:49,It's a Wonderful Life (1946),1946-01-01,47,M,technician,Y1A6B,1998-02-02,1946.0
94,629,4,1998-04-04 20:21:26,Victor/Victoria (1982),1982-01-01,26,M,student,71457,1998-04-04,1982.0
479,680,3,1998-02-09 22:46:44,Kull the Conqueror (1997),1997-08-29,30,M,educator,55409,1998-02-09,1997.0
327,55,4,1998-02-18 16:44:53,"Professional, The (1994)",1994-01-01,22,M,student,11101,1998-02-18,1994.0
221,470,3,1997-09-26 03:42:54,Tombstone (1993),1993-01-01,19,M,student,20685,1997-09-26,1993.0
403,7,5,1997-11-17 16:57:47,Twelve Monkeys (1995),1995-01-01,37,M,other,06811,1997-11-17,1995.0
151,69,4,1997-11-14 16:19:28,Forrest Gump (1994),1994-01-01,38,F,administrator,48103,1997-11-14,1994.0
426,606,5,1997-11-13 17:27:24,All About Eve (1950),1950-01-01,55,M,educator,01602,1997-11-13,1950.0
230,418,5,1997-11-25 19:08:57,Cinderella (1950),1950-01-01,28,F,student,14476,1997-11-25,1950.0
303,90,4,1997-11-14 05:25:11,So I Married an Axe Murderer (1993),1993-01-01,19,M,student,14853,1997-11-14,1993.0
181,813,2,1997-11-08 04:11:19,"Celluloid Closet, The (1995)",1996-03-15,26,M,executive,21218,1997-11-08,1996.0
269,821,1,1998-04-01 17:07:07,Mrs. Winterbourne (1996),1996-04-19,31,F,librarian,43201,1998-04-01,1996.0
450,200,3,1997-12-17 16:29:48,"Shining, The (1980)",1980-01-01,35,F,educator,11758,1997-12-17,1980.0
276,1079,2,1997-09-20 20:28:20,Joe's Apartment (1996),1996-07-26,21,M,student,95064,1997-09-20,1996.0
95,447,2,1997-11-26 19:22:46,Carrie (1976),1976-01-01,31,M,administrator,10707,1997-11-26,1976.0
49,1028,2,1998-02-21 13:55:04,Grumpier Old Men (1995),1995-01-01,23,F,student,76111,1998-02-21,1995.0
145,635,4,1997-09-26 11:12:29,"Fog, The (1980)",1980-01-01,31,M,entertainment,V3N4P,1997-09-26,1980.0
332,1315,2,1998-02-19 19:30:23,Inventing the Abbotts (1997),1997-04-04,20,M,student,40504,1998-02-19,1997.0
151,476,3,1997-11-14 21:37:03,"First Wives Club, The (1996)",1996-09-14,38,F,administrator,48103,1997-11-14,1996.0
7,135,5,1998-03-31 13:39:07,2001: A Space Odyssey (1968),1968-01-01,57,M,administrator,91344,1998-03-31,1968.0
452,502,2,1998-01-26 12:30:44,Bananas (1971),1971-01-01,35,M,administrator,28018,1998-01-26,1971.0
417,765,3,1997-11-16 03:07:12,Boomerang (1992),1992-01-01,27,F,other,48103,1997-11-16,1992.0
270,26,5,1997-10-15 22:36:35,"Brothers McMullen, The (1995)",1995-01-01,18,F,student,63119,1997-10-15,1995.0
327,10,4,1998-02-17 19:40:32,Richard III (1995),1996-01-22,22,M,student,11101,1998-02-17,1996.0
264,367,4,1998-01-30 01:27:36,Clueless (1995),1995-01-01,36,F,writer,90064,1998-01-30,1995.0
437,191,4,1997-11-21 19:32:06,Amadeus (1984),1984-01-01,27,F,other,20009,1997-11-21,1984.0
95,140,3,1997-11-10 21:56:54,Homeward Bound: The Incredible Journey (1993),1993-01-01,31,M,administrator,10707,1997-11-10,1993.0
419,306,5,1997-11-13 15:34:02,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-01-01,37,M,lawyer,43215,1997-11-13,1997.0
232,289,4,1997-11-20 21:44:19,Evita (1996),1996-12-25,45,M,scientist,99709,1997-11-20,1996.0
313,474,5,1998-03-27 16:29:53,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,41,M,marketing,60035,1998-03-27,1963.0
200,841,3,1997-10-05 09:09:16,"Glimmer Man, The (1996)",1996-10-04,40,M,programmer,93402,1997-10-05,1996.0
354,516,5,1998-03-30 00:30:51,Local Hero (1983),1983-01-01,29,F,librarian,48197,1998-03-30,1983.0
373,1078,3,1997-10-17 16:24:11,Oliver & Company (1988),1988-03-29,24,F,other,55116,1997-10-17,1988.0
92,826,2,1998-02-02 18:18:54,"Phantom, The (1996)",1996-06-07,32,M,entertainment,80525,1998-02-02,1996.0
157,1051,4,1998-02-07 22:33:55,"Associate, The (1996)",1996-10-19,57,M,engineer,70808,1998-02-07,1996.0
357,744,5,1997-11-08 01:14:13,Michael Collins (1996),1996-10-11,26,M,executive,98133,1997-11-08,1996.0
429,32,4,1997-12-17 19:18:29,Crumb (1994),1994-01-01,27,M,student,29205,1997-12-17,1994.0
352,89,5,1998-01-08 20:01:33,Blade Runner (1982),1982-01-01,37,F,programmer,55105,1998-01-08,1982.0
100,879,4,1998-03-31 20:09:06,"Peacemaker, The (1997)",1997-01-01,36,M,executive,90254,1998-03-31,1997.0
474,1028,1,1998-02-19 19:27:18,Grumpier Old Men (1995),1995-01-01,51,M,executive,93711,1998-02-19,1995.0
425,288,5,1997-11-05 13:45:12,Scream (1996),1996-12-20,19,M,student,58644,1997-11-05,1996.0
445,150,2,1998-03-27 08:33:37,Swingers (1996),1996-10-18,21,M,writer,92653,1998-03-27,1996.0
97,189,4,1998-01-08 05:54:47,"Grand Day Out, A (1992)",1992-01-01,43,M,artist,98006,1998-01-08,1992.0
49,928,2,1998-02-21 13:44:11,"Craft, The (1996)",1996-04-26,23,F,student,76111,1998-02-21,1996.0
429,569,2,1997-12-17 19:38:26,Wolf (1994),1994-01-01,27,M,student,29205,1997-12-17,1994.0
293,578,2,1998-03-03 06:51:53,Demolition Man (1993),1993-01-01,24,M,writer,60804,1998-03-03,1993.0
406,589,5,1997-11-13 18:24:34,"Wild Bunch, The (1969)",1969-01-01,52,M,educator,93109,1997-11-13,1969.0
429,1014,3,1997-12-17 19:18:53,Romy and Michele's High School Reunion (1997),1997-04-25,27,M,student,29205,1997-12-17,1997.0
405,574,1,1998-01-23 09:12:04,Boxing Helena (1993),1993-01-01,22,F,healthcare,10019,1998-01-23,1993.0
416,929,4,1997-10-12 23:17:35,Harriet the Spy (1996),1996-07-03,20,F,student,92626,1997-10-12,1996.0
102,993,2,1998-01-02 13:39:12,Hercules (1997),1997-06-27,38,M,programmer,30220,1998-01-02,1997.0
118,1079,4,1997-09-27 18:37:22,Joe's Apartment (1996),1996-07-26,21,M,administrator,90210,1997-09-27,1996.0
454,1454,2,1998-02-23 20:48:27,Angel and the Badman (1947),1947-01-01,57,M,other,97330,1998-02-23,1947.0
422,50,4,1997-09-24 19:38:31,Star Wars (1977),1977-01-01,26,M,entertainment,94533,1997-09-24,1977.0
110,55,3,1998-02-09 01:40:49,"Professional, The (1994)",1994-01-01,19,M,student,77840,1998-02-09,1994.0
276,1083,3,1997-10-27 06:48:11,Albino Alligator (1996),1997-01-17,21,M,student,95064,1997-10-27,1997.0
380,736,4,1998-01-22 14:19:40,Shadowlands (1993),1993-01-01,32,M,engineer,55117,1998-01-22,1993.0
458,174,3,1998-02-02 05:25:09,Raiders of the Lost Ark (1981),1981-01-01,47,M,technician,Y1A6B,1998-02-02,1981.0
463,21,1,1998-03-21 04:04:35,Muppet Treasure Island (1996),1996-02-16,48,F,healthcare,75218,1998-03-21,1996.0
130,555,4,1998-02-23 05:32:10,White Man's Burden (1995),1995-01-01,20,M,none,60115,1998-02-23,1995.0
432,405,4,1998-03-09 04:08:10,Mission: Impossible (1996),1996-05-22,22,M,entertainment,50311,1998-03-09,1996.0
